"id";"wind_direction";"spot";"wind_speed";"fact_shape";"date";"description";"wide_probability";"barrel_probability";"closing_probability";"lineup_probability";"period";"swell_direction";"swell_size"
290;"Sudoeste";"Deck Salva Vidas";"Vento Moderado";"Onda gorda";"2020-03-29 13:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Fraco, 5, Nordeste, Meio a um metro>) = 0,00003/0,00047 = 0,06970P(Cavado|<Deck Salva Vidas, Noroeste, Vento Fraco, 5, Nordeste, Meio a um metro>) = 0,00001/0,00047 = 0,01630P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Fraco, 5, Nordeste, Meio a um metro>) = 0,00003/0,00047 = 0,06985P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Fraco, 5, Nordeste, Meio a um metro>) = 0,00040/0,00047 = 0,84414";0.8441412737054454;0.01630117589804876;0.06970367905565913;0.0698538713408466;"5.5";"Nordeste";"Meio a um metro"
291;"Norte";"Deck Salva Vidas";"Vento Moderado";"Fechando";"2020-03-29 15:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Moderado, 6, Nordeste, Meio a um metro>) = 0,00035/0,00145 = 0,24272P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Moderado, 6, Nordeste, Meio a um metro>) = 0,00006/0,00145 = 0,04263P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Moderado, 6, Nordeste, Meio a um metro>) = 0,00011/0,00145 = 0,07512P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Moderado, 6, Nordeste, Meio a um metro>) = 0,00093/0,00145 = 0,63953";0.6395330985229288;0.04263210577222018;0.2427166670224715;0.07511812868237955;"5.6";"Nordeste";"Meio a um metro"
292;"Oeste";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-04-03 06:00:00";"P(Fechando|<Deck Salva Vidas, Norte, Vento Moderado, 6, Nordeste, Meio a um metro>) = 0,00021/0,00166 = 0,12533P(Cavado|<Deck Salva Vidas, Norte, Vento Moderado, 6, Nordeste, Meio a um metro>) = 0,00002/0,00166 = 0,01176P(Alinhado|<Deck Salva Vidas, Norte, Vento Moderado, 6, Nordeste, Meio a um metro>) = 0,00004/0,00166 = 0,02462P(Onda gorda|<Deck Salva Vidas, Norte, Vento Moderado, 6, Nordeste, Meio a um metro>) = 0,00139/0,00166 = 0,83829";0.8382883624408527;0.011764503038969646;0.1253312650568885;0.024615869463289218;"6.1";"Norte";"Meio a um metro"
293;"Sudoeste";"Deck Salva Vidas";"Vento Forte";"Onda gorda";"2020-04-03 14:00:00";"P(Fechando|<Deck Salva Vidas, Oeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00002/0,00009 = 0,22700P(Cavado|<Deck Salva Vidas, Oeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00000/0,00009 = 0,01816P(Alinhado|<Deck Salva Vidas, Oeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00000/0,00009 = 0,00000P(Onda gorda|<Deck Salva Vidas, Oeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00007/0,00009 = 0,75483";0.7548340116510327;0.018163625481432983;0.2270023628675344;0.0;"11.1";"Leste";"Meio a um metro"
294;"Oeste";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-04-03 06:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Forte, 11, Leste, Meio a um metro>) = 0,00006/0,00011 = 0,52883P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Forte, 11, Leste, Meio a um metro>) = 0,00001/0,00011 = 0,08059P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Forte, 11, Leste, Meio a um metro>) = 0,00000/0,00011 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Forte, 11, Leste, Meio a um metro>) = 0,00004/0,00011 = 0,39058";0.39057846148781594;0.08058914615657561;0.5288323923556084;0.0;"7.5";"Nordeste";"Meio a um metro"
295;"Sudoeste";"Deck Salva Vidas";"Vento Forte";"Onda gorda";"2020-04-03 14:00:00";"P(Fechando|<Deck Salva Vidas, Oeste, Vento Muito Fresco, 8, Nordeste, Meio a um metro>) = 0,00026/0,00125 = 0,20637P(Cavado|<Deck Salva Vidas, Oeste, Vento Muito Fresco, 8, Nordeste, Meio a um metro>) = 0,00004/0,00125 = 0,03087P(Alinhado|<Deck Salva Vidas, Oeste, Vento Muito Fresco, 8, Nordeste, Meio a um metro>) = 0,00002/0,00125 = 0,01969P(Onda gorda|<Deck Salva Vidas, Oeste, Vento Muito Fresco, 8, Nordeste, Meio a um metro>) = 0,00093/0,00125 = 0,74306";0.7430645630540876;0.03087376423578194;0.2063741144374015;0.019687558272728774;"10.9";"Leste";"Meio a um metro"
296;"Sudoeste";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-04-04 06:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Forte, 11, Leste, Meio a um metro>) = 0,00006/0,00011 = 0,52883P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Forte, 11, Leste, Meio a um metro>) = 0,00001/0,00011 = 0,08059P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Forte, 11, Leste, Meio a um metro>) = 0,00000/0,00011 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Forte, 11, Leste, Meio a um metro>) = 0,00004/0,00011 = 0,39058";0.39057846148781594;0.08058914615657561;0.5288323923556084;0.0;"14.2";"Noroeste";"Um a um metro e meio"
297;"Sudoeste";"Deck Salva Vidas";"Vento Muito Fresco";"Fechando";"2020-04-04 11:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,15789P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00001/0,00002 = 0,81502P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,02708";0.027081725975576502;0.8150238721503662;0.15789440187405734;0.0;"13.6";"Sudeste";"Um a um metro e meio"
298;"Sudoeste";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-04-04 06:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Sudeste, Um a um metro e meio>) = 0,00000/0,00000 = 0,94592P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Sudeste, Um a um metro e meio>) = 0,00000/0,00000 = 0,00000P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Sudeste, Um a um metro e meio>) = 0,00000/0,00000 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Sudeste, Um a um metro e meio>) = 0,00000/0,00000 = 0,05408";0.054080715854381255;0.0;0.9459192841456188;0.0;"14.2";"Noroeste";"Um a um metro e meio"
299;"Sudoeste";"Deck Salva Vidas";"Vento Muito Fresco";"Fechando";"2020-04-04 11:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,15789P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00001/0,00002 = 0,81502P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,02708";0.027081725975576502;0.8150238721503662;0.15789440187405734;0.0;"13.6";"Sudeste";"Um a um metro e meio"
300;"Sudoeste";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-04-04 06:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Sudeste, Um a um metro e meio>) = 0,00000/0,00000 = 0,94592P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Sudeste, Um a um metro e meio>) = 0,00000/0,00000 = 0,00000P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Sudeste, Um a um metro e meio>) = 0,00000/0,00000 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Sudeste, Um a um metro e meio>) = 0,00000/0,00000 = 0,05408";0.054080715854381255;0.0;0.9459192841456188;0.0;"14.2";"Noroeste";"Um a um metro e meio"
301;"Sudoeste";"Deck Salva Vidas";"Vento Muito Fresco";"Fechando";"2020-04-04 11:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,15789P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00001/0,00002 = 0,81502P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,02708";0.027081725975576502;0.8150238721503662;0.15789440187405734;0.0;"13.6";"Sudeste";"Um a um metro e meio"
302;"Sul";"Deck Salva Vidas";"Aragem";"Fechando";"2020-04-05 06:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Sudeste, Um a um metro e meio>) = 0,00000/0,00000 = 0,94592P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Sudeste, Um a um metro e meio>) = 0,00000/0,00000 = 0,00000P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Sudeste, Um a um metro e meio>) = 0,00000/0,00000 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 14, Sudeste, Um a um metro e meio>) = 0,00000/0,00000 = 0,05408";0.054080715854381255;0.0;0.9459192841456188;0.0;"12.7";"Nordeste";"Um a um metro e meio"
303;"Sudoeste";"Deck Salva Vidas";"Aragem";"Cavado";"2020-04-05 08:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Aragem, 13, Nordeste, Um a um metro e meio>) = 0,00001/0,00001 = 0,66967P(Cavado|<Deck Salva Vidas, Sul, Aragem, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,20267P(Alinhado|<Deck Salva Vidas, Sul, Aragem, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sul, Aragem, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,12766";0.12766249225105653;0.2026724188008315;0.6696650889481119;0.0;"12.7";"Nordeste";"Um a um metro e meio"
304;"Oeste";"Deck Salva Vidas";"Vento Fraco";"Fechando";"2020-04-05 10:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Aragem, 13, Nordeste, Um a um metro e meio>) = 0,00001/0,00001 = 0,60449P(Cavado|<Deck Salva Vidas, Sudoeste, Aragem, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,25280P(Alinhado|<Deck Salva Vidas, Sudoeste, Aragem, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Aragem, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,14270";0.14270338496056686;0.25280192839138693;0.6044946866480463;0.0;"12.7";"Nordeste";"Um a um metro e meio"
305;"Oeste";"Deck Salva Vidas";"Vento Fraco";"Onda gorda";"2020-04-05 11:00:00";"P(Fechando|<Deck Salva Vidas, Oeste, Vento Fraco, 13, Nordeste, Um a um metro e meio>) = 0,00001/0,00002 = 0,52684P(Cavado|<Deck Salva Vidas, Oeste, Vento Fraco, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,16234P(Alinhado|<Deck Salva Vidas, Oeste, Vento Fraco, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,00000P(Onda gorda|<Deck Salva Vidas, Oeste, Vento Fraco, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,31082";0.310819714177115;0.16234450472214726;0.5268357811007377;0.0;"12.7";"Nordeste";"Um a um metro e meio"
306;"Oeste";"Deck Salva Vidas";"Vento Fraco";"Onda gorda";"2020-04-05 12:00:00";"P(Fechando|<Deck Salva Vidas, Oeste, Vento Fraco, 13, Nordeste, Um a um metro e meio>) = 0,00001/0,00002 = 0,52684P(Cavado|<Deck Salva Vidas, Oeste, Vento Fraco, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,16234P(Alinhado|<Deck Salva Vidas, Oeste, Vento Fraco, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,00000P(Onda gorda|<Deck Salva Vidas, Oeste, Vento Fraco, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,31082";0.310819714177115;0.16234450472214726;0.5268357811007377;0.0;"12.7";"Nordeste";"Um a um metro e meio"
307;"Norte";"Deck Salva Vidas";"Vento Moderado";"Onda gorda";"2020-04-05 15:00:00";"P(Fechando|<Deck Salva Vidas, Oeste, Vento Fraco, 13, Nordeste, Um a um metro e meio>) = 0,00001/0,00002 = 0,52684P(Cavado|<Deck Salva Vidas, Oeste, Vento Fraco, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,16234P(Alinhado|<Deck Salva Vidas, Oeste, Vento Fraco, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,00000P(Onda gorda|<Deck Salva Vidas, Oeste, Vento Fraco, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00002 = 0,31082";0.310819714177115;0.16234450472214726;0.5268357811007377;0.0;"12.7";"Noroeste";"Um a um metro e meio"
308;"Sudoeste";"Deck Salva Vidas";"Vento Fresco";"Fechando";"2020-04-11 08:00:00";"P(Fechando|<Deck Salva Vidas, Norte, Vento Moderado, 13, Noroeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,33272P(Cavado|<Deck Salva Vidas, Norte, Vento Moderado, 13, Noroeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,58789P(Alinhado|<Deck Salva Vidas, Norte, Vento Moderado, 13, Noroeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000P(Onda gorda|<Deck Salva Vidas, Norte, Vento Moderado, 13, Noroeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,07939";0.07939288131260727;0.5878872081374961;0.33271991054989675;0.0;"13.0";"Noroeste";"Meio a um metro"
309;"Sudoeste";"Deck Salva Vidas";"Vento Fresco";"Onda gorda";"2020-04-11 12:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Fresco, 13, Noroeste, Meio a um metro>) = 0,00001/0,00003 = 0,34842P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Fresco, 13, Noroeste, Meio a um metro>) = 0,00002/0,00003 = 0,56896P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Fresco, 13, Noroeste, Meio a um metro>) = 0,00000/0,00003 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Fresco, 13, Noroeste, Meio a um metro>) = 0,00000/0,00003 = 0,08262";0.08262339416806426;0.5689556649353904;0.34842094089654535;0.0;"12.8";"Noroeste";"Meio a um metro"
310;"Sul";"Deck Salva Vidas";"Vento Fraco";"Onda gorda";"2020-04-11 15:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Fresco, 13, Noroeste, Meio a um metro>) = 0,00001/0,00003 = 0,34842P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Fresco, 13, Noroeste, Meio a um metro>) = 0,00002/0,00003 = 0,56896P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Fresco, 13, Noroeste, Meio a um metro>) = 0,00000/0,00003 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Fresco, 13, Noroeste, Meio a um metro>) = 0,00000/0,00003 = 0,08262";0.08262339416806426;0.5689556649353904;0.34842094089654535;0.0;"12.5";"Leste";"Meio a um metro"
311;"Sudoeste";"Deck Salva Vidas";"Vento Fraco";"Cavado";"2020-04-12 08:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Fraco, 13, Leste, Meio a um metro>) = 0,00005/0,00010 = 0,51597P(Cavado|<Deck Salva Vidas, Sul, Vento Fraco, 13, Leste, Meio a um metro>) = 0,00003/0,00010 = 0,29421P(Alinhado|<Deck Salva Vidas, Sul, Vento Fraco, 13, Leste, Meio a um metro>) = 0,00000/0,00010 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sul, Vento Fraco, 13, Leste, Meio a um metro>) = 0,00002/0,00010 = 0,18982";0.18981934912588583;0.2942116809803665;0.5159689698937477;0.0;"11.7";"Leste";"Meio a um metro"
312;"Sudeste";"Deck Salva Vidas";"Aragem";"Onda gorda";"2020-04-12 14:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Fraco, 12, Leste, Meio a um metro>) = 0,00004/0,00011 = 0,38107P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Fraco, 12, Leste, Meio a um metro>) = 0,00004/0,00011 = 0,39218P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Fraco, 12, Leste, Meio a um metro>) = 0,00000/0,00011 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Fraco, 12, Leste, Meio a um metro>) = 0,00003/0,00011 = 0,22675";0.22674968870287565;0.3921759042046477;0.38107440709247664;0.0;"11.2";"Leste";"Meio a um metro"
313;"Nordeste";"Deck Salva Vidas";"Vento Moderado";"Fechando";"2020-04-12 17:00:00";"P(Fechando|<Deck Salva Vidas, Sudeste, Aragem, 11, Leste, Meio a um metro>) = 0,00001/0,00003 = 0,22078P(Cavado|<Deck Salva Vidas, Sudeste, Aragem, 11, Leste, Meio a um metro>) = 0,00000/0,00003 = 0,00371P(Alinhado|<Deck Salva Vidas, Sudeste, Aragem, 11, Leste, Meio a um metro>) = 0,00000/0,00003 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudeste, Aragem, 11, Leste, Meio a um metro>) = 0,00002/0,00003 = 0,77551";0.7755064080118952;0.003710261892848055;0.22078333009525672;0.0;"11.1";"Leste";"Meio a um metro"
314;"Sudoeste";"Deck Salva Vidas";"Vento Moderado";"Onda gorda";"2020-04-13 08:00:00";"P(Fechando|<Deck Salva Vidas, Nordeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00015/0,00034 = 0,42709P(Cavado|<Deck Salva Vidas, Nordeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00034 = 0,00546P(Alinhado|<Deck Salva Vidas, Nordeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00034 = 0,00000P(Onda gorda|<Deck Salva Vidas, Nordeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00019/0,00034 = 0,56746";0.5674550574113038;0.005455990824235575;0.4270889517644607;0.0;"10.8";"Leste";"Meio a um metro"
315;"Norte";"Deck Salva Vidas";"Vento Moderado";"Onda gorda";"2020-04-13 09:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00025/0,00064 = 0,38803P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00004/0,00064 = 0,05565P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00064 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00036/0,00064 = 0,55632";0.5563155469067741;0.05565388724923344;0.38803056584399254;0.0;"10.8";"Leste";"Meio a um metro"
316;"Norte";"Deck Salva Vidas";"Vento Moderado";"Fechando";"2020-04-13 10:00:00";"P(Fechando|<Deck Salva Vidas, Norte, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00015/0,00069 = 0,21204P(Cavado|<Deck Salva Vidas, Norte, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00001/0,00069 = 0,01625P(Alinhado|<Deck Salva Vidas, Norte, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00069 = 0,00000P(Onda gorda|<Deck Salva Vidas, Norte, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00053/0,00069 = 0,77170";0.7717036971112159;0.016252915525198416;0.21204338736358574;0.0;"10.8";"Leste";"Meio a um metro"
317;"Norte";"Deck Salva Vidas";"Vento Fresco";"Fechando";"2020-04-13 13:00:00";"P(Fechando|<Deck Salva Vidas, Norte, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00015/0,00069 = 0,21204P(Cavado|<Deck Salva Vidas, Norte, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00001/0,00069 = 0,01625P(Alinhado|<Deck Salva Vidas, Norte, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00069 = 0,00000P(Onda gorda|<Deck Salva Vidas, Norte, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00053/0,00069 = 0,77170";0.7717036971112159;0.016252915525198416;0.21204338736358574;0.0;"10.8";"Leste";"Meio a um metro"
318;"Sudeste";"Deck Salva Vidas";"Vento Forte";"Onda gorda";"2020-04-14 07:00:00";"P(Fechando|<Deck Salva Vidas, Norte, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00010/0,00052 = 0,20106P(Cavado|<Deck Salva Vidas, Norte, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00001/0,00052 = 0,01364P(Alinhado|<Deck Salva Vidas, Norte, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00052 = 0,00000P(Onda gorda|<Deck Salva Vidas, Norte, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00040/0,00052 = 0,78530";0.7852996713000377;0.013644890708171752;0.2010554379917905;0.0;"10.0";"Leste";"Meio a um metro"
319;"Noroeste";"Deck Salva Vidas";"Vento Muito Fresco";"Fechando";"2020-04-14 09:00:00";"P(Fechando|<Deck Salva Vidas, Sudeste, Vento Forte, 10, Leste, Meio a um metro>) = 0,00001/0,00001 = 0,50247P(Cavado|<Deck Salva Vidas, Sudeste, Vento Forte, 10, Leste, Meio a um metro>) = 0,00000/0,00001 = 0,06403P(Alinhado|<Deck Salva Vidas, Sudeste, Vento Forte, 10, Leste, Meio a um metro>) = 0,00000/0,00001 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudeste, Vento Forte, 10, Leste, Meio a um metro>) = 0,00000/0,00001 = 0,43349";0.43349462426882096;0.06403388586396153;0.5024714898672175;0.0;"9.9";"Leste";"Meio a um metro"
320;"Norte";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-04-14 11:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 10, Leste, Meio a um metro>) = 0,00014/0,00026 = 0,52980P(Cavado|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 10, Leste, Meio a um metro>) = 0,00003/0,00026 = 0,12401P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 10, Leste, Meio a um metro>) = 0,00000/0,00026 = 0,00000P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 10, Leste, Meio a um metro>) = 0,00009/0,00026 = 0,34619";0.3461937180866012;0.12400931986861732;0.5297969620447814;0.0;"6.8";"Nordeste";"Meio a um metro"
321;"Norte";"Deck Salva Vidas";"Vento Forte";"Onda gorda";"2020-04-14 13:00:00";"P(Fechando|<Deck Salva Vidas, Norte, Vento Muito Fresco, 7, Nordeste, Meio a um metro>) = 0,00012/0,00132 = 0,09101P(Cavado|<Deck Salva Vidas, Norte, Vento Muito Fresco, 7, Nordeste, Meio a um metro>) = 0,00003/0,00132 = 0,02501P(Alinhado|<Deck Salva Vidas, Norte, Vento Muito Fresco, 7, Nordeste, Meio a um metro>) = 0,00002/0,00132 = 0,01240P(Onda gorda|<Deck Salva Vidas, Norte, Vento Muito Fresco, 7, Nordeste, Meio a um metro>) = 0,00115/0,00132 = 0,87158";0.8715836405481328;0.025006671046249818;0.09100706134483617;0.012402627060781298;"5.4";"Norte";"Meio a um metro"
322;"Norte";"Deck Salva Vidas";"Vento Forte";"Fechando";"2020-04-14 16:00:00";"P(Fechando|<Deck Salva Vidas, Norte, Vento Forte, 5, Norte, Meio a um metro>) = 0,00000/0,00001 = 0,10283P(Cavado|<Deck Salva Vidas, Norte, Vento Forte, 5, Norte, Meio a um metro>) = 0,00000/0,00001 = 0,03692P(Alinhado|<Deck Salva Vidas, Norte, Vento Forte, 5, Norte, Meio a um metro>) = 0,00000/0,00001 = 0,00000P(Onda gorda|<Deck Salva Vidas, Norte, Vento Forte, 5, Norte, Meio a um metro>) = 0,00001/0,00001 = 0,86025";0.8602469707669947;0.03692103459992646;0.10283199463307878;0.0;"5.8";"Norte";"Meio a um metro"
323;"Norte";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-04-14 17:00:00";"P(Fechando|<Deck Salva Vidas, Norte, Vento Forte, 6, Norte, Meio a um metro>) = 0,00001/0,00002 = 0,22377P(Cavado|<Deck Salva Vidas, Norte, Vento Forte, 6, Norte, Meio a um metro>) = 0,00000/0,00002 = 0,03214P(Alinhado|<Deck Salva Vidas, Norte, Vento Forte, 6, Norte, Meio a um metro>) = 0,00000/0,00002 = 0,00000P(Onda gorda|<Deck Salva Vidas, Norte, Vento Forte, 6, Norte, Meio a um metro>) = 0,00002/0,00002 = 0,74410";0.7440958067183292;0.03213678488738957;0.2237674083942812;0.0;"5.9";"Norte";"Meio a um metro"
324;"Oeste";"Deck Salva Vidas";"Vento Fresco";"Fechando";"2020-04-15 07:00:00";"P(Fechando|<Deck Salva Vidas, Norte, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00002/0,00012 = 0,14693P(Cavado|<Deck Salva Vidas, Norte, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00000/0,00012 = 0,02713P(Alinhado|<Deck Salva Vidas, Norte, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00000/0,00012 = 0,00000P(Onda gorda|<Deck Salva Vidas, Norte, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00010/0,00012 = 0,82594";0.8259404592593133;0.02713049518747158;0.14692904555321512;0.0;"6.3";"Nordeste";"Meio a um metro"
325;"Oeste";"Deck Salva Vidas";"Vento Fresco";"Fechando";"2020-04-15 09:00:00";"P(Fechando|<Deck Salva Vidas, Oeste, Vento Fresco, 6, Nordeste, Meio a um metro>) = 0,00017/0,00091 = 0,18592P(Cavado|<Deck Salva Vidas, Oeste, Vento Fresco, 6, Nordeste, Meio a um metro>) = 0,00001/0,00091 = 0,00670P(Alinhado|<Deck Salva Vidas, Oeste, Vento Fresco, 6, Nordeste, Meio a um metro>) = 0,00002/0,00091 = 0,01793P(Onda gorda|<Deck Salva Vidas, Oeste, Vento Fresco, 6, Nordeste, Meio a um metro>) = 0,00072/0,00091 = 0,78945";0.7894541080268385;0.006695809433580539;0.1859170123418604;0.017933070197720707;"6.3";"Nordeste";"Meio a um metro"
